0;0;-4;NNNN;-69383.15623616651
0;1;-4;NNNN;-69401.45512461942
0;2;-4;NNNN;-69419.74860093104
0;3;-4;NNNN;-69438.05022840576
0;4;-4;NNNN;-69456.34577059842
0;5;-4;NNNN;-69474.65079569494
0;6;-4;NNNN;-69491.64905087449
0;7;-4;NNNN;-69508.6413782501
0;8;-4;NNNN;-69525.64229466458
0;9;-4;NNNN;-69542.63676806078
0;10;-2;GNNN;-69559.64510592647
0;11;-2;GNNN;-69576.64282321032
0;12;-2;GNNN;-69593.63471562142
0;13;-2;GNNN;-69610.63490472577
0;14;-2;GNNN;-69627.6288215435
0;15;0;GGNN;-69644.63138963196
0;16;0;GGNN;-69661.6278476123
0;17;0;GGNN;-69678.61868336197
0;18;0;GGNN;-69695.61700280005
0;19;0;GGNN;-69712.60943946641
0;20;0;GGNN;-69729.60753405717
0;21;0;GGNN;-69746.6017937861
0;22;0;GGNN;-69763.59069860009
0;23;0;GGNN;-69780.58587589473
0;24;0;GGNN;-69797.57594754372
0;25;0;GGNN;-69814.56909172401
0;26;0;GGNN;-69831.56015180344
0;27;0;GGNN;-69848.54625907942
0;28;0;GGNN;-69865.53705863167
0;29;0;GGNN;-69882.52362631724
0;30;2;GGGN;-69899.51090151591
0;31;2;GGGN;-69916.49697421468
0;32;2;GGGN;-69933.47863960554
0;33;2;GGGN;-69950.4630136446
0;34;2;GGGN;-69967.44396025805
0;35;2;GGGN;-69984.42365820284
0;36;2;GGGN;-70001.40250052392
0;37;2;GGGN;-70018.37776472954
0;38;2;GGGN;-70035.35378234007
0;39;2;GGGN;-70052.32721650111
0;40;2;GGGN;-70069.29792086425
0;41;2;GGGN;-70086.26786969307
0;42;2;GGGN;-70103.23457301236
0;43;2;GGGN;-70120.19889543953
0;44;2;GGGN;-70137.16190239167
0;45;4;GGGG;-70154.11977797662
0;46;4;GGGG;-70171.07644837174
0;47;4;GGGG;-70188.02965643941
0;48;4;GGGG;-70204.97680871192
0;49;4;GGGG;-70221.92510891134
0;50;4;GGGG;-70238.86577109926
0;51;4;GGGG;-70255.80434708213
0;52;4;GGGG;-70272.73940736255
0;53;4;GGGG;-70289.66722033118
0;54;4;GGGG;-70306.59718317767
0;55;4;GGGG;-70323.51401525472
0;56;4;GGGG;-70340.42996843604
0;57;4;GGGG;-70357.3391250543
0;58;4;GGGG;-70374.23876238364
0;59;4;GGGG;-70391.14124738994
0;60;4;GGGG;-70408.01999468326
0;61;4;GGGG;-70424.90503572227
0;62;4;GGGG;-70441.77615438169
0;63;4;GGGG;-70458.63395279729
0;64;4;GGGG;-70475.49798930934
0;65;4;GGGG;-70492.33281891768
0;66;4;GGGG;-70509.17937112824
0;67;4;GGGG;-70526.00069696468
0;68;4;GGGG;-70542.80909780356
0;69;4;GGGG;-70559.62623300019
0;70;4;GGGG;-70576.40177642572
0;71;4;GGGG;-70593.1947580933
0;72;4;GGGG;-70609.92857134526
0;73;4;GGGG;-70626.67034550985
0;74;4;GGGG;-70643.40610994525
0;75;4;GGGG;-70660.08462260067
0;76;4;GGGG;-70676.80773987235
0;77;4;GGGG;-70693.41504934474
0;78;4;GGGG;-70710.07601754612
0;79;4;GGGG;-70726.70983855372
0;80;4;GGGG;-70743.27247296416
0;81;4;GGGG;-70759.90985321494
0;82;4;GGGG;-70776.40009779377
0;83;4;GGGG;-70792.95442772107
0;84;4;GGGG;-70809.40102159273
0;85;4;GGGG;-70825.80996942782
0;86;4;GGGG;-70842.33798141667
0;87;4;GGGG;-70858.60249230039
0;88;4;GGGG;-70875.02053104909
0;89;4;GGGG;-70891.0872338157
0;90;4;GGGG;-70907.32677012807
0;91;4;GGGG;-70923.68974775553
0;92;4;GGGG;-70939.64024073971
0;93;4;GGGG;-70955.93694698616
0;94;4;GGGG;-70971.79265240318
0;95;4;GGGG;-70987.8079937488
0;96;4;GGGG;-71003.86373070246
0;97;4;GGGG;-71019.41479404348
0;98;4;GGGG;-71035.53773911737
0;99;4;GGGG;-71050.74107583318
0;100;4;GGGG;-71066.4737125357
1;0;-4;NNNN;-69387.15613551476
1;1;-4;NNNN;-69405.45501329546
1;2;-4;NNNN;-69423.748480624
1;3;-4;NNNN;-69442.05009476074
1;4;-4;NNNN;-69460.34562879779
1;5;-4;NNNN;-69478.65064379433
1;6;-4;NNNN;-69495.64889148004
1;7;-4;NNNN;-69512.64121275634
1;8;-4;NNNN;-69529.64211689298
1;9;-4;NNNN;-69546.63657618454
1;10;-2;GNNN;-69563.64465992301
1;11;-2;GNNN;-69580.64232228104
1;12;-2;GNNN;-69597.63415108435
1;13;-2;GNNN;-69614.63424085926
1;14;-2;GNNN;-69631.62809109605
1;15;0;GGNN;-69648.63038805575
1;16;0;GGNN;-69665.62677281836
1;17;0;GGNN;-69682.61754579919
1;18;0;GGNN;-69699.61576369847
1;19;0;GGNN;-69716.6081464452
1;20;0;GGNN;-69733.60607361136
1;21;0;GGNN;-69750.60025592355
1;22;0;GGNN;-69767.58908218062
1;23;0;GGNN;-69784.58409161972
1;24;0;GGNN;-69801.57392241822
1;25;0;GGNN;-69818.56665751082
1;26;0;GGNN;-69835.55744679659
1;27;0;GGNN;-69852.54328821886
1;28;0;GGNN;-69869.53376929699
1;29;0;GGNN;-69886.52008349277
1;30;2;GGGN;-69903.50707511687
1;31;2;GGGN;-69920.4929669482
1;32;2;GGGN;-69937.47447271981
1;33;2;GGGN;-69954.45864586433
1;34;2;GGGN;-69971.4394259111
1;35;2;GGGN;-69988.41888128953
1;36;2;GGGN;-70005.3973462072
1;37;2;GGGN;-70022.37216905612
1;38;2;GGGN;-70039.34740216828
1;39;2;GGGN;-70056.32003546921
1;40;2;GGGN;-70073.2897657267
1;41;2;GGGN;-70090.25909621327
1;42;2;GGGN;-70107.22523966416
1;43;2;GGGN;-70124.188971714
1;44;2;GGGN;-70141.15144357453
1;45;4;GGGG;-70158.10883984056
1;46;4;GGGG;-70175.06522947835
1;47;4;GGGG;-70192.01816982531
1;48;4;GGGG;-70208.96495978897
1;49;4;GGGG;-70225.91252416933
1;50;4;GGGG;-70242.85166665305
1;51;4;GGGG;-70259.78889437225
1;52;4;GGGG;-70276.72205551185
1;53;4;GGGG;-70293.64754457524
1;54;4;GGGG;-70310.57595717022
1;55;4;GGGG;-70327.49101712494
1;56;4;GGGG;-70344.40598306351
1;57;4;GGGG;-70361.31396490351
1;58;4;GGGG;-70378.21243178862
1;59;4;GGGG;-70395.1141642915
1;60;4;GGGG;-70411.99240524475
1;61;4;GGGG;-70428.87681456812
1;62;4;GGGG;-70445.74701845692
1;63;4;GGGG;-70462.60301618092
1;64;4;GGGG;-70479.46401879967
1;65;4;GGGG;-70496.28915257994
1;66;4;GGGG;-70513.13314827264
1;67;4;GGGG;-70529.9509026938
1;68;4;GGGG;-70546.75655182477
1;69;4;GGGG;-70563.57107195881
1;70;4;GGGG;-70580.34112415872
1;71;4;GGGG;-70597.13310916339
1;72;4;GGGG;-70613.86611747678
1;73;4;GGGG;-70630.60689420029
1;74;4;GGGG;-70647.34154765194
1;75;4;GGGG;-70664.01669734468
1;76;4;GGGG;-70680.73667857761
1;77;4;GGGG;-70697.33366794775
1;78;4;GGGG;-70713.99078460727
1;79;4;GGGG;-70730.61839944936
1;80;4;GGGG;-70747.16420079906
1;81;4;GGGG;-70763.78984549915
1;82;4;GGGG;-70780.27312745278
1;83;4;GGGG;-70796.82617256942
1;84;4;GGGG;-70813.27047411434
1;85;4;GGGG;-70829.66932270292
1;86;4;GGGG;-70846.19393185778
1;87;4;GGGG;-70862.45853006668
1;88;4;GGGG;-70878.87673691838
1;89;4;GGGG;-70894.94257579892
1;90;4;GGGG;-70911.16892789729
1;91;4;GGGG;-70927.52405246072
1;92;4;GGGG;-70943.44524709598
1;93;4;GGGG;-70959.73081071133
1;94;4;GGGG;-70975.5821866375
1;95;4;GGGG;-70991.58136524566
1;96;4;GGGG;-71007.63130207895
1;97;4;GGGG;-71023.16224937691
1;98;4;GGGG;-71039.2793980531
1;99;4;GGGG;-71054.49033069209
1;100;4;GGGG;-71070.21586986439
2;0;-4;NNNN;-69391.156043066
2;1;-4;NNNN;-69409.4549046308
2;2;-4;NNNN;-69427.74836072639
2;3;-4;NNNN;-69446.04995722385
2;4;-4;NNNN;-69464.34548017336
2;5;-4;NNNN;-69482.6504805447
2;6;-4;NNNN;-69499.64871527812
2;7;-4;NNNN;-69516.64102884741
2;8;-4;NNNN;-69533.6419206017
2;9;-4;NNNN;-69550.63637271352
2;10;-2;GNNN;-69567.64420839293
2;11;-2;GNNN;-69584.64183818598
2;12;-2;GNNN;-69601.63362193777
2;13;-2;GNNN;-69618.63361579494
2;14;-2;GNNN;-69635.62739858867
2;15;0;GGNN;-69652.6293957345
2;16;0;GGNN;-69669.62565131007
2;17;0;GGNN;-69686.61633027627
2;18;0;GGNN;-69703.61442238717
2;19;0;GGNN;-69720.60673145167
2;20;0;GGNN;-69737.60446557314
2;21;0;GGNN;-69754.59855551983
2;22;0;GGNN;-69771.58732203841
2;23;0;GGNN;-69788.58222552718
2;24;0;GGNN;-69805.57195852602
2;25;0;GGNN;-69822.56442882627
2;26;0;GGNN;-69839.55496155929
2;27;0;GGNN;-69856.54052620013
2;28;0;GGNN;-69873.5305494916
2;29;0;GGNN;-69890.51655010732
2;30;2;GGGN;-69907.50317109011
2;31;2;GGGN;-69924.4887275978
2;32;2;GGGN;-69941.4699765312
2;33;2;GGGN;-69958.45382740667
2;34;2;GGGN;-69975.43442594592
2;35;2;GGGN;-69992.41366803045
2;36;2;GGGN;-70009.39193427429
2;37;2;GGGN;-70026.36654191832
2;38;2;GGGN;-70043.34135062218
2;39;2;GGGN;-70060.31353923197
2;40;2;GGGN;-70077.28253864331
2;41;2;GGGN;-70094.25079072612
2;42;2;GGGN;-70111.21589100575
