0;0;-4;NNNN;-66162.25391938086
0;1;-4;NNNN;-66180.55280782236
0;2;-4;NNNN;-66198.84628392183
0;3;-4;NNNN;-66217.14791145548
0;4;-4;NNNN;-66235.44345353245
0;5;-4;NNNN;-66253.74847875809
0;6;-4;NNNN;-66270.74673391228
0;7;-4;NNNN;-66287.73906104342
0;8;-4;NNNN;-66304.73997749931
0;9;-4;NNNN;-66321.73445075456
0;10;-2;GNNN;-66338.74278884105
0;11;-2;GNNN;-66355.74050608763
0;12;-2;GNNN;-66372.73239824551
0;13;-2;GNNN;-66389.73258737288
0;14;-2;GNNN;-66406.72650403777
0;15;0;GGNN;-66423.7290721887
0;16;0;GGNN;-66440.72553010192
0;17;0;GGNN;-66457.71636557649
0;18;0;GGNN;-66474.71468499131
0;19;0;GGNN;-66491.70712147607
0;20;0;GGNN;-66508.70521601274
0;21;0;GGNN;-66525.69947562968
0;22;0;GGNN;-66542.68838013544
0;23;0;GGNN;-66559.68355733805
0;24;0;GGNN;-66576.6736287613
0;25;0;GGNN;-66593.6667727671
0;26;0;GGNN;-66610.65783266838
0;27;0;GGNN;-66627.64393958413
0;28;0;GGNN;-66644.63473894697
0;29;0;GGNN;-66661.62130633867
0;30;2;GGGN;-66678.60858123106
0;31;2;GGGN;-66695.59465365973
0;32;2;GGGN;-66712.57631861772
0;33;2;GGGN;-66729.56069234964
0;34;2;GGGN;-66746.54163858207
0;35;2;GGGN;-66763.52133609055
0;36;2;GGGN;-66780.50017803271
0;37;2;GGGN;-66797.47544171625
0;38;2;GGGN;-66814.45145888199
0;39;2;GGGN;-66831.42489254892
0;40;2;GGGN;-66848.39559633563
0;41;2;GGGN;-66865.36554464322
0;42;2;GGGN;-66882.33224731796
0;43;2;GGGN;-66899.29656913556
0;44;2;GGGN;-66916.25957544817
0;45;4;GGGG;-66933.21745030151
0;46;4;GGGG;-66950.17412001273
0;47;4;GGGG;-66967.127327294
0;48;4;GGGG;-66984.07447878757
0;49;4;GGGG;-67001.02277818996
0;50;4;GGGG;-67017.96343948705
0;51;4;GGGG;-67034.90201461012
0;52;4;GGGG;-67051.83707393894
0;53;4;GGGG;-67068.76488592834
0;54;4;GGGG;-67085.69484778217
0;55;4;GGGG;-67102.61167877099
0;56;4;GGGG;-67119.52763087032
0;57;4;GGGG;-67136.43678633416
0;58;4;GGGG;-67153.3364224695
0;59;4;GGGG;-67170.23890626554
0;60;4;GGGG;-67187.11765227318
0;61;4;GGGG;-67204.00269200993
0;62;4;GGGG;-67220.87380931719
0;63;4;GGGG;-67237.73160634372
0;64;4;GGGG;-67254.5956414262
0;65;4;GGGG;-67271.43046952694
0;66;4;GGGG;-67288.27702019681
0;67;4;GGGG;-67305.09834443884
0;68;4;GGGG;-67321.90674362569
0;69;4;GGGG;-67338.7238771193
0;70;4;GGGG;-67355.49941879231
0;71;4;GGGG;-67372.29239865017
0;72;4;GGGG;-67389.02621008345
0;73;4;GGGG;-67405.7679823362
0;74;4;GGGG;-67422.50374484081
0;75;4;GGGG;-67439.18225557449
0;76;4;GGGG;-67455.90537080038
0;77;4;GGGG;-67472.51267824511
0;78;4;GGGG;-67489.17364432904
0;79;4;GGGG;-67505.80746316316
0;80;4;GGGG;-67522.37009540317
0;81;4;GGGG;-67539.0074733049
0;82;4;GGGG;-67555.49771556848
0;83;4;GGGG;-67572.05204312025
0;84;4;GGGG;-67588.49863460497
0;85;4;GGGG;-67604.90757999079
0;86;4;GGGG;-67621.43558944909
0;87;4;GGGG;-67637.7000979585
0;88;4;GGGG;-67654.11813413276
0;89;4;GGGG;-67670.18483442796
0;90;4;GGGG;-67686.42436820884
0;91;4;GGGG;-67702.78734315436
0;92;4;GGGG;-67718.73783375284
0;93;4;GGGG;-67735.03453715045
0;94;4;GGGG;-67750.89023979571
0;95;4;GGGG;-67766.90557849153
0;96;4;GGGG;-67782.96131246128
0;97;4;GGGG;-67798.51237306857
0;98;4;GGGG;-67814.63531512048
0;99;4;GGGG;-67829.83864971224
0;100;4;GGGG;-67845.57128377506
1;0;-4;NNNN;-66166.25381872644
1;1;-4;NNNN;-66184.55269649558
1;2;-4;NNNN;-66202.84616361186
1;3;-4;NNNN;-66221.14777780723
1;4;-4;NNNN;-66239.44331172838
1;5;-4;NNNN;-66257.74832685373
1;6;-4;NNNN;-66274.74657451376
1;7;-4;NNNN;-66291.73889554525
1;8;-4;NNNN;-66308.73979972275
1;9;-4;NNNN;-66325.73425887292
1;10;-2;GNNN;-66342.74234282445
1;11;-2;GNNN;-66359.74000514417
1;12;-2;GNNN;-66376.73183369362
1;13;-2;GNNN;-66393.73192349006
1;14;-2;GNNN;-66410.72577357336
1;15;0;GGNN;-66427.72807058932
1;16;0;GGNN;-66444.72445528339
1;17;0;GGNN;-66461.71522798791
1;18;0;GGNN;-66478.7134458609
1;19;0;GGNN;-66495.70582842386
1;20;0;GGNN;-66512.70375553006
1;21;0;GGNN;-66529.69793772658
1;22;0;GGNN;-66546.6867636722
1;23;0;GGNN;-66563.68177301432
1;24;0;GGNN;-66580.67160358389
1;25;0;GGNN;-66597.66433849506
1;26;0;GGNN;-66614.65512759975
1;27;0;GGNN;-66631.64096866007
1;28;0;GGNN;-66648.63144954499
1;29;0;GGNN;-66665.61776344432
1;30;2;GGGN;-66682.6047547572
1;31;2;GGGN;-66699.5906463137
1;32;2;GGGN;-66716.5721516479
1;33;2;GGGN;-66733.55632447754
1;34;2;GGGN;-66750.53710413599
1;35;2;GGGN;-66767.51655906897
1;36;2;GGGN;-66784.49502359878
1;37;2;GGGN;-66801.46984591836
1;38;2;GGGN;-66818.44507857779
1;39;2;GGGN;-66835.41771138
1;40;2;GGGN;-66852.3874410576
1;41;2;GGGN;-66869.35677101937
1;42;2;GGGN;-66886.32291382253
1;43;2;GGGN;-66903.28664525632
1;44;2;GGGN;-66920.2491164704
1;45;4;GGGG;-66937.20651199641
1;46;4;GGGG;-66954.1629009398
1;47;4;GGGG;-66971.11584048902
1;48;4;GGGG;-66988.06262965853
1;49;4;GGGG;-67005.01019322599
1;50;4;GGGG;-67021.94933480507
1;51;4;GGGG;-67038.88656165448
1;52;4;GGGG;-67055.81972183724
1;53;4;GGGG;-67072.74520991858
1;54;4;GGGG;-67089.67362151745
1;55;4;GGGG;-67106.58868038157
1;56;4;GGGG;-67123.50364523497
1;57;4;GGGG;-67140.41162590991
1;58;4;GGGG;-67157.31009158878
1;59;4;GGGG;-67174.21182286531
1;60;4;GGGG;-67191.09006251513
1;61;4;GGGG;-67207.97447051664
1;62;4;GGGG;-67224.84467303084
1;63;4;GGGG;-67241.70066934128
1;64;4;GGGG;-67258.56167051094
1;65;4;GGGG;-67275.38680278571
1;66;4;GGGG;-67292.2307969385
1;67;4;GGGG;-67309.04854977752
1;68;4;GGGG;-67325.85419725868
1;69;4;GGGG;-67342.66871567904
1;70;4;GGGG;-67359.43876610967
1;71;4;GGGG;-67376.23074929912
1;72;4;GGGG;-67392.96375577216
1;73;4;GGGG;-67409.70453056364
1;74;4;GGGG;-67426.4391820512
1;75;4;GGGG;-67443.1143297743
1;76;4;GGGG;-67459.83430893574
1;77;4;GGGG;-67476.43129627185
1;78;4;GGGG;-67493.08841080179
1;79;4;GGGG;-67509.71602348344
1;80;4;GGGG;-67526.26182269827
1;81;4;GGGG;-67542.88746506324
1;82;4;GGGG;-67559.37074470121
1;83;4;GGGG;-67575.92378744442
1;84;4;GGGG;-67592.36808656507
1;85;4;GGGG;-67608.76693267646
1;86;4;GGGG;-67625.29153928396
1;87;4;GGGG;-67641.55613508103
1;88;4;GGGG;-67657.9743393344
1;89;4;GGGG;-67674.04017568991
1;90;4;GGGG;-67690.26652518721
1;91;4;GGGG;-67706.62164703358
1;92;4;GGGG;-67722.54283938724
1;93;4;GGGG;-67738.82840020489
1;94;4;GGGG;-67754.6797734141
1;95;4;GGGG;-67770.67894933646
1;96;4;GGGG;-67786.7288832275
1;97;4;GGGG;-67802.25982774376
1;98;4;GGGG;-67818.37697342
1;99;4;GGGG;-67833.58790389795
1;100;4;GGGG;-67849.31344035597
2;0;-4;NNNN;-66170.2537262749
2;1;-4;NNNN;-66188.55258782787
2;2;-4;NNNN;-66206.8460437111
2;3;-4;NNNN;-66225.14764026689
2;4;-4;NNNN;-66243.44316310035
2;5;-4;NNNN;-66261.74816360025
